user_id,timestamp,device_type,location,age_group,gender,ad_id,content_type,ad_topic,ad_target_audience,click_through_rate,conversion_rate,engagement_level,view_time,cost_per_click,click_through_rate,conversion_rate,ROI_Category
162,6/15/2025 13:53,Desktop,UK,45-54,Male,A5769,Text,Fashion,Travel Lovers,0.079274654,0.0902,Liked,14,0.88,0.079274654,0.0902,Low
163,7/19/2025 15:53,Tablet,Canada,55+,Female,A3741,Image,Health,Travel Lovers,0.11209734885765604,0.1026,Liked,33,0.16,0.11209734885765604,0.1026,Low
164,9/17/2025 3:39,Desktop,USA,18-24,Male,A7279,Image,Fashion,Young Adults,0.13881249291830958,0.1444,Shared,28,0.78,0.13881249291830958,0.1444,Low
165,1/25/2025 17:23,Mobile,India,35-44,Female,A4719,Image,Travel,Fitness Lovers,0.060353250381085355,0.0812,Liked,16,0.6,0.060353250381085355,0.0812,Low
166,2/10/2025 13:27,Desktop,UK,45-54,Male,A2752,Image,Electronics,Tech Enthusiasts,0.10019200484655823,0.1327,Shared,50,0.91,0.10019200484655823,0.1327,Low
167,6/13/2025 1:11,Desktop,Germany,35-44,Male,A2077,Image,Automotive,Young Adults,0.063566793,0.0157,Shared,45,1.37,0.063566793,0.0157,Low
168,6/30/2025 16:29,Desktop,Canada,55+,Female,A4210,Image,Health,Tech Enthusiasts,0.063570766,0.1103,Liked,56,1.1,0.063570766,0.1103,Low
169,11/24/2025 12:57,Desktop,Germany,35-44,Female,A6615,Text,Fashion,Family Oriented,0.05277276,0.1497,Commented,38,0.37,0.05277276,0.1497,Low
170,10/31/2025 1:59,Mobile,UK,55+,Female,A2530,Image,Automotive,Family Oriented,0.05809228,0.0337,Liked,36,1.12,0.05809228,0.0337,Low
171,8/4/2025 0:35,Mobile,USA,25-34,Female,A5481,Video,Electronics,Young Adults,0.045614706,0.0551,Ignored,59,0.86,0.045614706,0.0551,Low
172,10/27/2025 16:06,Desktop,Germany,35-44,Female,A1910,Text,Automotive,Travel Lovers,0.067962543,0.0902,Shared,54,0.31,0.067962543,0.0902,Low
173,8/15/2025 6:36,Desktop,Germany,55+,Female,A8216,Image,Fashion,Fitness Lovers,0.057694366667495486,0.1045,Liked,39,1.37,0.057694366667495486,0.1045,Low
174,10/15/2025 21:30,Desktop,USA,55+,Male,A5794,Text,Fashion,Family Oriented,0.037218253,0.0965,Ignored,11,0.21,0.037218253,0.0965,Low
175,6/19/2025 13:09,Tablet,UK,45-54,Male,A6598,Text,Fashion,Travel Lovers,0.14550764266742658,0.0298,Liked,12,0.88,0.14550764266742658,0.0298,Low
176,5/22/2025 15:15,Mobile,India,55+,Female,A5058,Text,Electronics,Fitness Lovers,0.10721658783421081,0.1387,Shared,60,1.19,0.10721658783421081,0.1387,Low
177,1/17/2025 12:14,Mobile,USA,55+,Male,A6417,Text,Electronics,Young Adults,0.11040438630250818,0.089,Liked,36,0.44,0.11040438630250818,0.089,Low
178,11/15/2025 19:55,Mobile,Canada,55+,Male,A2749,Text,Electronics,Fitness Lovers,0.092320893,0.0789,Shared,24,0.32,0.092320893,0.0789,Low
179,4/10/2025 15:35,Mobile,Germany,45-54,Female,A9159,Text,Travel,Young Adults,0.070685661,0.1459,Ignored,26,0.63,0.070685661,0.1459,Low
180,3/22/2025 14:32,Mobile,India,55+,Male,A3866,Text,Travel,Fitness Lovers,0.09805349,0.1332,Ignored,49,0.23,0.09805349,0.1332,Low
181,10/22/2025 1:02,Tablet,Germany,55+,Female,A2288,Text,Travel,Young Adults,0.10514129496553708,0.1006,Commented,19,0.55,0.10514129496553708,0.1006,Low
182,2/19/2025 2:57,Tablet,India,18-24,Male,A5900,Text,Automotive,Young Adults,0.042607931,0.1119,Commented,21,0.13,0.042607931,0.1119,Low
183,11/15/2025 23:26,Mobile,USA,25-34,Male,A2990,Text,Health,Family Oriented,0.088476746,0.0151,Shared,50,0.68,0.088476746,0.0151,Low
184,2/7/2025 8:20,Tablet,Germany,45-54,Male,A7175,Text,Health,Tech Enthusiasts,0.02084146,0.1171,Shared,55,0.11,0.02084146,0.1171,Low
185,2/23/2025 23:47,Desktop,India,25-34,Female,A9387,Video,Automotive,Young Adults,0.04904316,0.0335,Ignored,59,1.31,0.04904316,0.0335,Low
186,9/10/2025 3:36,Desktop,Germany,45-54,Male,A9567,Video,Fashion,Fitness Lovers,0.036619493,0.0286,Liked,24,0.69,0.036619493,0.0286,Low
187,6/29/2025 20:05,Mobile,India,55+,Male,A1866,Text,Electronics,Young Adults,0.034103516732847027,0.1074,Shared,56,0.98,0.034103516732847027,0.1074,Low
188,5/17/2025 9:12,Tablet,India,18-24,Female,A6597,Image,Health,Fitness Lovers,0.030593634202622032,0.1397,Ignored,36,1.39,0.030593634202622032,0.1397,Low
189,9/23/2025 5:50,Desktop,Canada,35-44,Male,A3152,Image,Electronics,Fitness Lovers,0.044333942,0.0515,Shared,43,0.89,0.044333942,0.0515,Low
190,7/8/2025 23:27,Tablet,UK,18-24,Female,A6911,Text,Travel,Travel Lovers,0.037299677,0.1459,Liked,16,0.48,0.037299677,0.1459,Low
191,1/15/2025 19:32,Tablet,Canada,35-44,Male,A2356,Image,Electronics,Young Adults,0.10371951624409079,0.0667,Shared,16,0.54,0.10371951624409079,0.0667,Low
192,8/17/2025 21:07,Mobile,Germany,45-54,Male,A8924,Text,Electronics,Family Oriented,0.073942063,0.0442,Liked,55,0.82,0.073942063,0.0442,Low
193,5/19/2025 13:48,Mobile,Germany,55+,Male,A5915,Text,Automotive,Tech Enthusiasts,0.023257052654946937,0.1115,Ignored,35,0.9,0.023257052654946937,0.1115,Low
194,3/20/2025 5:43,Mobile,UK,18-24,Female,A3623,Text,Electronics,Tech Enthusiasts,0.098586114,0.1071,Commented,55,0.94,0.098586114,0.1071,Low
195,9/23/2025 3:48,Tablet,India,35-44,Male,A6541,Video,Travel,Travel Lovers,0.14175609219236834,0.1267,Commented,49,0.44,0.14175609219236834,0.1267,Low
196,11/11/2025 7:07,Desktop,Germany,55+,Male,A1605,Video,Automotive,Tech Enthusiasts,0.078532984,0.1491,Liked,16,0.66,0.078532984,0.1491,Low
197,7/24/2025 2:22,Desktop,Germany,35-44,Male,A4330,Video,Automotive,Tech Enthusiasts,0.12498062039485205,0.1121,Commented,43,1.03,0.12498062039485205,0.1121,Low
198,9/6/2025 14:01,Mobile,USA,25-34,Male,A1225,Video,Electronics,Travel Lovers,0.090844998,0.0116,Commented,58,0.81,0.090844998,0.0116,Low
199,10/9/2025 14:55,Desktop,India,35-44,Male,A6997,Image,Automotive,Family Oriented,0.043039484790842866,0.0598,Liked,19,1.21,0.043039484790842866,0.0598,Low
200,4/21/2025 10:41,Mobile,UK,35-44,Male,A9797,Image,Health,Fitness Lovers,0.042683688,0.0889,Ignored,50,0.24,0.042683688,0.0889,Low
201,7/12/2025 15:13,Mobile,Germany,55+,Female,A4259,Video,Health,Young Adults,0.1454910208590776,0.0338,Ignored,44,1.06,0.1454910208590776,0.0338,Low
202,10/23/2025 5:00,Desktop,Germany,18-24,Male,A3999,Video,Automotive,Fitness Lovers,0.12063599788205441,0.0797,Ignored,33,1.31,0.12063599788205441,0.0797,Low
203,2/20/2025 2:58,Tablet,India,25-34,Female,A5544,Video,Travel,Fitness Lovers,0.14286860636019594,0.0595,Commented,56,1.16,0.14286860636019594,0.0595,Low
204,7/18/2025 23:16,Desktop,Germany,18-24,Female,A1618,Image,Travel,Travel Lovers,0.022010394206489762,0.0185,Commented,12,0.25,0.022010394206489762,0.0185,Low
205,10/17/2025 13:02,Tablet,India,45-54,Male,A2954,Video,Electronics,Travel Lovers,0.086244128,0.084,Liked,55,0.46,0.086244128,0.084,Low
206,10/31/2025 9:47,Mobile,Germany,18-24,Female,A6275,Text,Electronics,Fitness Lovers,0.1020247014232131,0.0505,Liked,44,0.39,0.1020247014232131,0.0505,Low
207,7/19/2025 4:39,Mobile,UK,35-44,Female,A2630,Image,Automotive,Family Oriented,0.11294024228690322,0.0993,Ignored,26,0.25,0.11294024228690322,0.0993,Low
208,3/10/2025 5:58,Desktop,Germany,18-24,Female,A1776,Text,Health,Young Adults,0.12200260505317047,0.0162,Shared,57,0.64,0.12200260505317047,0.0162,Low
209,11/12/2025 8:42,Tablet,UK,55+,Female,A1266,Text,Automotive,Young Adults,0.041887827462977915,0.1121,Commented,45,0.16,0.041887827462977915,0.1121,Low
210,1/28/2025 6:17,Mobile,USA,45-54,Male,A3919,Video,Electronics,Family Oriented,0.10386482928880876,0.054,Liked,53,0.31,0.10386482928880876,0.054,Low
211,5/11/2025 8:40,Mobile,USA,55+,Male,A2927,Text,Automotive,Family Oriented,0.078017706,0.0851,Shared,50,1.36,0.078017706,0.0851,Low
212,4/20/2025 11:09,Desktop,USA,55+,Female,A7225,Image,Automotive,Travel Lovers,0.137581501,0.0559,Ignored,22,0.18,0.137581501,0.0559,Low
213,8/22/2025 1:22,Mobile,USA,35-44,Female,A5184,Image,Fashion,Family Oriented,0.10114382489869012,0.0306,Ignored,59,0.12,0.10114382489869012,0.0306,Low
214,1/17/2025 19:58,Tablet,Germany,35-44,Male,A8204,Image,Travel,Fitness Lovers,0.036508883926857714,0.0165,Shared,28,0.58,0.036508883926857714,0.0165,Low
215,12/10/2025 19:44,Tablet,USA,25-34,Male,A4125,Text,Automotive,Family Oriented,0.024421113437713405,0.045,Ignored,55,1.03,0.024421113437713405,0.045,Low
216,8/1/2025 20:55,Desktop,UK,25-34,Female,A8258,Video,Automotive,Travel Lovers,0.10927089722417462,0.1246,Liked,34,0.8,0.10927089722417462,0.1246,Low
217,3/20/2025 1:52,Tablet,Canada,55+,Male,A1694,Image,Electronics,Fitness Lovers,0.071222045,0.1208,Commented,56,1.02,0.071222045,0.1208,Low
218,7/26/2025 20:46,Mobile,Canada,25-34,Male,A5398,Image,Fashion,Fitness Lovers,0.070321881,0.1361,Shared,58,1.14,0.070321881,0.1361,Low
219,3/6/2025 20:54,Tablet,Germany,55+,Female,A7485,Text,Travel,Travel Lovers,0.02335248,0.0308,Ignored,25,1.47,0.02335248,0.0308,Low
220,1/1/2025 5:42,Mobile,UK,25-34,Female,A9241,Text,Health,Fitness Lovers,0.091467257,0.095,Liked,16,0.8,0.091467257,0.095,Low
221,1/21/2025 7:55,Desktop,Canada,25-34,Male,A1719,Text,Health,Fitness Lovers,0.046997576310012446,0.0203,Commented,58,0.48,0.046997576310012446,0.0203,Low
222,5/5/2025 21:34,Desktop,Canada,25-34,Male,A1843,Text,Automotive,Young Adults,0.022896214079566497,0.092,Commented,46,1.44,0.022896214079566497,0.092,Low
223,8/7/2025 17:10,Tablet,Germany,45-54,Female,A5426,Image,Electronics,Fitness Lovers,0.030667777502187528,0.0676,Commented,15,1.13,0.030667777502187528,0.0676,Low
224,8/11/2025 18:35,Mobile,USA,35-44,Female,A2406,Image,Health,Tech Enthusiasts,0.048191385267189205,0.148,Shared,25,1.22,0.048191385267189205,0.148,Low
225,10/30/2025 15:51,Desktop,Canada,18-24,Female,A7547,Image,Travel,Young Adults,0.018620590737417193,0.0923,Ignored,52,1.38,0.018620590737417193,0.0923,Low
226,7/13/2025 6:47,Mobile,Germany,35-44,Female,A1393,Image,Fashion,Tech Enthusiasts,0.14642929085526804,0.0479,Liked,44,1.48,0.14642929085526804,0.0479,Low
227,2/27/2025 21:17,Desktop,Germany,25-34,Female,A3529,Video,Automotive,Tech Enthusiasts,0.085652083,0.0823,Liked,20,1.18,0.085652083,0.0823,Low
228,11/17/2025 22:52,Desktop,India,55+,Male,A8960,Video,Automotive,Family Oriented,0.034045882,0.1447,Commented,41,1.35,0.034045882,0.1447,Low
229,10/20/2025 10:20,Tablet,USA,45-54,Female,A3079,Image,Health,Family Oriented,0.059645093,0.1117,Liked,18,1.33,0.059645093,0.1117,Low
230,1/17/2025 11:01,Mobile,India,45-54,Male,A9812,Text,Health,Young Adults,0.11636819873695105,0.0311,Shared,29,1.01,0.11636819873695105,0.0311,Low
231,8/25/2025 21:25,Desktop,India,45-54,Male,A2355,Image,Fashion,Young Adults,0.11612304633935311,0.0608,Shared,36,1.37,0.11612304633935311,0.0608,Low
232,2/26/2025 15:42,Mobile,Germany,55+,Male,A2886,Image,Health,Tech Enthusiasts,0.13446311833048383,0.1029,Commented,11,0.16,0.13446311833048383,0.1029,Low
233,8/28/2025 17:40,Mobile,India,45-54,Female,A1103,Text,Electronics,Travel Lovers,0.14765697860366594,0.0709,Shared,53,0.49,0.14765697860366594,0.0709,Low
234,9/11/2025 15:12,Tablet,UK,55+,Female,A1392,Image,Health,Family Oriented,0.094203174,0.0225,Ignored,40,0.62,0.094203174,0.0225,Low
235,6/28/2025 2:56,Mobile,Canada,25-34,Male,A8810,Video,Health,Tech Enthusiasts,0.068765452,0.0771,Shared,56,0.93,0.068765452,0.0771,Low
236,4/28/2025 8:25,Desktop,USA,25-34,Female,A4695,Text,Health,Tech Enthusiasts,0.024027362378997247,0.039,Ignored,27,0.61,0.024027362378997247,0.039,Low
237,6/23/2025 14:18,Desktop,Germany,35-44,Female,A6330,Image,Travel,Family Oriented,0.05355335,0.0298,Ignored,24,0.47,0.05355335,0.0298,Low
238,8/23/2025 13:31,Mobile,India,25-34,Female,A2511,Video,Fashion,Travel Lovers,0.12278237934253158,0.1011,Shared,46,1.18,0.12278237934253158,0.1011,Low
239,9/8/2025 17:46,Tablet,USA,35-44,Male,A4287,Video,Fashion,Tech Enthusiasts,0.14281436644616935,0.0265,Shared,59,0.14,0.14281436644616935,0.0265,Low
240,7/26/2025 1:27,Desktop,India,55+,Male,A1651,Image,Travel,Travel Lovers,0.13828465243435967,0.1065,Shared,26,1.48,0.13828465243435967,0.1065,Low
241,4/1/2025 15:54,Mobile,Canada,18-24,Female,A7087,Text,Electronics,Fitness Lovers,0.11652691865484452,0.0673,Shared,21,0.36,0.11652691865484452,0.0673,Low
242,10/27/2025 8:39,Tablet,UK,25-34,Male,A7626,Video,Travel,Young Adults,0.056225352,0.036,Shared,18,0.26,0.056225352,0.036,Low
243,12/12/2025 13:05,Desktop,Germany,18-24,Male,A7923,Text,Fashion,Travel Lovers,0.081135468,0.0773,Commented,26,1.32,0.081135468,0.0773,Low
244,3/20/2025 22:02,Tablet,UK,55+,Female,A9789,Image,Electronics,Family Oriented,0.12045409545999444,0.1038,Commented,22,1.41,0.12045409545999444,0.1038,Low
245,9/26/2025 5:05,Tablet,UK,55+,Female,A7207,Video,Fashion,Tech Enthusiasts,0.14807553943621682,0.0884,Shared,27,1.09,0.14807553943621682,0.0884,Low
246,7/2/2025 10:23,Tablet,Germany,55+,Male,A3618,Video,Health,Travel Lovers,0.038965919,0.1434,Ignored,49,0.92,0.038965919,0.1434,Low
247,9/7/2025 13:46,Tablet,UK,45-54,Female,A9185,Image,Automotive,Young Adults,0.079235199,0.0179,Ignored,46,0.74,0.079235199,0.0179,Low
248,10/19/2025 2:38,Desktop,USA,45-54,Female,A9793,Image,Automotive,Fitness Lovers,0.044475825,0.0829,Ignored,37,0.52,0.044475825,0.0829,Low
249,1/16/2025 2:57,Desktop,Germany,55+,Male,A2063,Image,Travel,Travel Lovers,0.031971267744080004,0.0294,Ignored,47,0.7,0.031971267744080004,0.0294,Low
250,8/26/2025 0:11,Tablet,USA,35-44,Male,A6928,Video,Fashion,Family Oriented,0.10856460241475936,0.0837,Shared,60,0.62,0.10856460241475936,0.0837,Low
251,1/8/2025 6:36,Mobile,USA,45-54,Male,A7340,Image,Electronics,Travel Lovers,0.13638164876024972,0.1295,Commented,31,1.23,0.13638164876024972,0.1295,Low
252,7/22/2025 16:28,Tablet,Canada,18-24,Female,A9785,Video,Travel,Travel Lovers,0.14576886333831912,0.1267,Commented,44,0.51,0.14576886333831912,0.1267,Low
253,10/27/2025 10:15,Mobile,India,35-44,Female,A9500,Text,Electronics,Tech Enthusiasts,0.11210372007296862,0.0467,Ignored,18,1.14,0.11210372007296862,0.0467,Low
254,4/1/2025 7:34,Tablet,India,55+,Female,A4562,Video,Automotive,Family Oriented,0.098897592,0.1132,Liked,40,1.13,0.098897592,0.1132,Low
255,10/28/2025 6:18,Tablet,UK,35-44,Male,A8962,Video,Health,Young Adults,0.1475497792053239,0.0125,Ignored,60,0.81,0.1475497792053239,0.0125,Low
256,7/6/2025 4:24,Mobile,Germany,45-54,Female,A6717,Video,Travel,Travel Lovers,0.015831091469500513,0.0822,Shared,20,0.65,0.015831091469500513,0.0822,Low
257,7/6/2025 0:43,Tablet,Germany,18-24,Female,A7151,Video,Travel,Tech Enthusiasts,0.045827389708067164,0.1472,Shared,29,1.18,0.045827389708067164,0.1472,Low
258,4/10/2025 19:48,Desktop,Canada,18-24,Female,A4738,Image,Health,Young Adults,0.023882531110001166,0.0773,Liked,57,0.23,0.023882531110001166,0.0773,Low
259,10/2/2025 21:18,Desktop,Germany,55+,Male,A7010,Image,Fashion,Travel Lovers,0.028650553,0.049,Liked,51,0.74,0.028650553,0.049,Low
260,1/9/2025 9:11,Tablet,India,18-24,Female,A1466,Video,Electronics,Tech Enthusiasts,0.13121302707025423,0.1464,Ignored,57,1.24,0.13121302707025423,0.1464,Low
261,11/28/2025 0:10,Tablet,Germany,18-24,Female,A8508,Image,Travel,Fitness Lovers,0.030945698,0.1388,Liked,40,0.83,0.030945698,0.1388,Low
262,7/31/2025 23:02,Mobile,Canada,35-44,Male,A3856,Video,Electronics,Travel Lovers,0.059427924,0.0126,Liked,31,0.75,0.059427924,0.0126,Low
263,10/28/2025 15:32,Mobile,UK,25-34,Female,A9406,Video,Electronics,Young Adults,0.11026867772434952,0.0967,Shared,41,0.48,0.11026867772434952,0.0967,Low
264,5/22/2025 5:45,Desktop,UK,18-24,Male,A3990,Video,Automotive,Family Oriented,0.040381538176606634,0.086,Liked,34,1.44,0.040381538176606634,0.086,Low
265,1/6/2025 7:55,Mobile,Canada,55+,Female,A5550,Text,Automotive,Fitness Lovers,0.076491494,0.049,Shared,52,0.19,0.076491494,0.049,Low
266,12/3/2025 7:45,Mobile,India,25-34,Female,A9478,Image,Electronics,Young Adults,0.049328248,0.1007,Commented,18,0.15,0.049328248,0.1007,Low
267,8/17/2025 13:38,Desktop,USA,55+,Female,A8985,Image,Health,Tech Enthusiasts,0.076462858,0.0437,Shared,36,0.48,0.076462858,0.0437,Low
268,12/20/2025 0:38,Tablet,India,35-44,Female,A4773,Image,Fashion,Young Adults,0.13091946782655864,0.1481,Ignored,23,0.34,0.13091946782655864,0.1481,Low
269,10/15/2025 23:26,Desktop,Germany,25-34,Male,A5716,Video,Travel,Travel Lovers,0.14577281822795107,0.0594,Commented,24,0.8,0.14577281822795107,0.0594,Low
270,5/10/2025 8:35,Desktop,UK,25-34,Female,A8837,Image,Fashion,Tech Enthusiasts,0.038146933,0.0727,Liked,50,0.23,0.038146933,0.0727,Low
271,1/15/2025 15:59,Mobile,UK,35-44,Male,A6578,Video,Travel,Fitness Lovers,0.084327814,0.0418,Shared,48,0.63,0.084327814,0.0418,Low
272,5/3/2025 21:55,Mobile,Germany,35-44,Female,A2833,Text,Electronics,Fitness Lovers,0.061224850775918604,0.1131,Commented,59,0.38,0.061224850775918604,0.1131,Low
273,7/26/2025 17:42,Tablet,UK,18-24,Male,A2202,Text,Automotive,Travel Lovers,0.1157828260037665,0.1396,Ignored,38,0.55,0.1157828260037665,0.1396,Low
274,8/16/2025 11:20,Desktop,India,25-34,Male,A4322,Text,Travel,Travel Lovers,0.09608621,0.0319,Shared,56,1.25,0.09608621,0.0319,Low
275,3/1/2025 7:02,Tablet,Canada,45-54,Male,A5020,Video,Health,Travel Lovers,0.012975200394165859,0.1054,Shared,42,1.21,0.012975200394165859,0.1054,Low
276,1/6/2025 8:37,Tablet,India,35-44,Male,A5328,Text,Electronics,Tech Enthusiasts,0.011961961,0.0331,Liked,24,0.13,0.011961961,0.0331,Low
277,10/21/2025 15:25,Desktop,Canada,55+,Female,A4928,Video,Health,Family Oriented,0.14634718350417655,0.0671,Commented,38,1.39,0.14634718350417655,0.0671,Low
278,2/16/2025 1:51,Desktop,UK,25-34,Male,A1025,Video,Health,Family Oriented,0.12858499665156237,0.0225,Ignored,23,0.49,0.12858499665156237,0.0225,Low
279,5/21/2025 13:30,Mobile,India,35-44,Female,A3468,Video,Automotive,Young Adults,0.024987779787632412,0.0166,Ignored,60,0.28,0.024987779787632412,0.0166,Low
280,1/29/2025 16:37,Desktop,USA,25-34,Male,A6312,Image,Automotive,Family Oriented,0.073712629,0.0215,Ignored,41,0.96,0.073712629,0.0215,Low
281,12/28/2025 21:39,Desktop,USA,18-24,Female,A6738,Video,Travel,Fitness Lovers,0.072140942,0.1425,Shared,56,1.05,0.072140942,0.1425,Low
282,10/26/2025 3:25,Tablet,Germany,25-34,Female,A3983,Video,Fashion,Tech Enthusiasts,0.064588284,0.0975,Liked,43,0.87,0.064588284,0.0975,Low
283,6/28/2025 16:27,Tablet,Germany,25-34,Male,A1036,Image,Automotive,Young Adults,0.13216263092070493,0.0461,Ignored,37,0.17,0.13216263092070493,0.0461,Low
284,3/29/2025 8:45,Mobile,UK,35-44,Female,A8078,Text,Fashion,Family Oriented,0.1347380552451493,0.0323,Commented,25,0.29,0.1347380552451493,0.0323,Low
285,1/13/2025 20:20,Mobile,Germany,18-24,Male,A3873,Image,Health,Young Adults,0.076723658,0.0926,Liked,41,0.5,0.076723658,0.0926,Low
286,8/17/2025 7:13,Desktop,USA,18-24,Female,A1889,Image,Health,Young Adults,0.10769089134543072,0.0946,Shared,12,0.94,0.10769089134543072,0.0946,Low
287,8/4/2025 0:25,Desktop,UK,35-44,Male,A6223,Image,Travel,Fitness Lovers,0.052177188830078165,0.0775,Liked,59,1.35,0.052177188830078165,0.0775,Low
288,3/31/2025 20:24,Desktop,Germany,55+,Female,A5891,Text,Travel,Young Adults,0.085733986,0.0214,Shared,42,1.14,0.085733986,0.0214,Low
289,4/22/2025 4:59,Mobile,Germany,45-54,Female,A6947,Video,Fashion,Family Oriented,0.095207942,0.0665,Commented,50,0.89,0.095207942,0.0665,Low
290,8/3/2025 8:28,Mobile,UK,45-54,Female,A7664,Image,Automotive,Tech Enthusiasts,0.1327427738909826,0.1286,Commented,46,0.63,0.1327427738909826,0.1286,Low
291,3/31/2025 17:51,Mobile,UK,55+,Female,A7000,Image,Travel,Family Oriented,0.05872108,0.0285,Commented,20,0.22,0.05872108,0.0285,Low
292,10/7/2025 7:02,Mobile,USA,25-34,Female,A8544,Image,Electronics,Young Adults,0.041032333,0.0574,Liked,51,0.2,0.041032333,0.0574,Low
293,11/29/2025 20:40,Mobile,UK,35-44,Male,A4470,Video,Electronics,Tech Enthusiasts,0.035509239,0.0524,Liked,16,1.08,0.035509239,0.0524,Low
294,8/18/2025 21:47,Desktop,USA,35-44,Female,A4743,Image,Travel,Tech Enthusiasts,0.10334439401747642,0.0594,Shared,20,0.49,0.10334439401747642,0.0594,Low
295,7/31/2025 8:07,Desktop,UK,18-24,Female,A4169,Text,Fashion,Tech Enthusiasts,0.0424881,0.0611,Liked,23,1.19,0.0424881,0.0611,Low
296,1/3/2025 15:27,Tablet,Canada,45-54,Female,A5724,Text,Automotive,Young Adults,0.080937035,0.0902,Shared,52,0.59,0.080937035,0.0902,Low
297,9/11/2025 9:41,Mobile,UK,18-24,Male,A7803,Text,Fashion,Fitness Lovers,0.10950386553109892,0.1074,Liked,41,0.15,0.10950386553109892,0.1074,Low
298,12/2/2025 18:32,Mobile,UK,55+,Female,A5926,Text,Fashion,Fitness Lovers,0.057159377,0.1259,Commented,37,0.93,0.057159377,0.1259,Low
299,6/25/2025 3:30,Tablet,India,35-44,Female,A9171,Text,Electronics,Travel Lovers,0.027899118627058843,0.0413,Shared,29,1.15,0.027899118627058843,0.0413,Low
300,11/29/2025 4:08,Tablet,Canada,18-24,Male,A7486,Image,Travel,Fitness Lovers,0.12500444980269568,0.1175,Liked,15,1.05,0.12500444980269568,0.1175,Low
301,3/7/2025 22:31,Tablet,India,55+,Male,A4408,Text,Fashion,Tech Enthusiasts,0.028343936,0.1238,Ignored,52,0.25,0.028343936,0.1238,Low
302,3/11/2025 5:49,Desktop,Canada,55+,Male,A2931,Text,Health,Fitness Lovers,0.11223823993029264,0.0798,Shared,28,0.65,0.11223823993029264,0.0798,Low
303,5/4/2025 21:49,Mobile,Germany,55+,Male,A7477,Image,Travel,Tech Enthusiasts,0.063057344,0.047,Ignored,26,0.88,0.063057344,0.047,Low
304,6/13/2025 3:37,Desktop,Germany,18-24,Female,A3314,Video,Health,Fitness Lovers,0.013315372036851786,0.1071,Commented,59,0.15,0.013315372036851786,0.1071,Low
305,12/3/2025 13:50,Mobile,Germany,35-44,Female,A1576,Text,Travel,Fitness Lovers,0.056845646804209206,0.1232,Shared,26,0.32,0.056845646804209206,0.1232,Low
306,5/9/2025 14:18,Desktop,USA,45-54,Male,A5013,Text,Fashion,Travel Lovers,0.035911162,0.0317,Shared,29,0.3,0.035911162,0.0317,Low
307,3/18/2025 11:58,Desktop,UK,35-44,Female,A9139,Text,Fashion,Young Adults,0.042733331,0.15,Commented,11,0.17,0.042733331,0.15,Low
308,7/25/2025 6:40,Desktop,Canada,45-54,Male,A4690,Text,Fashion,Fitness Lovers,0.05032182,0.1172,Liked,40,0.41,0.05032182,0.1172,Low
309,5/27/2025 11:12,Desktop,UK,45-54,Male,A4299,Image,Fashion,Fitness Lovers,0.11255980028204483,0.0185,Commented,40,0.65,0.11255980028204483,0.0185,Low
310,3/24/2025 23:09,Tablet,Germany,35-44,Male,A5389,Video,Travel,Family Oriented,0.069308035,0.1057,Commented,31,1.36,0.069308035,0.1057,Low
311,10/1/2025 3:39,Tablet,Canada,25-34,Female,A1151,Text,Electronics,Young Adults,0.011688366825114371,0.0315,Ignored,35,0.11,0.011688366825114371,0.0315,Low
312,1/12/2025 20:00,Mobile,USA,18-24,Female,A1632,Video,Fashion,Tech Enthusiasts,0.099231225,0.0673,Shared,28,1.18,0.099231225,0.0673,Low
313,4/15/2025 15:58,Desktop,USA,25-34,Female,A1593,Image,Health,Fitness Lovers,0.10704819126555531,0.0882,Liked,23,1,0.10704819126555531,0.0882,Low
314,6/25/2025 8:26,Tablet,UK,18-24,Female,A1784,Text,Electronics,Young Adults,0.13892044981780785,0.1015,Ignored,40,1.41,0.13892044981780785,0.1015,Low
315,7/11/2025 1:25,Tablet,UK,45-54,Female,A4429,Text,Travel,Young Adults,0.11448546337554397,0.1173,Ignored,52,1.29,0.11448546337554397,0.1173,Low
316,11/27/2025 6:04,Mobile,Germany,25-34,Female,A7858,Image,Health,Travel Lovers,0.053582008606361836,0.0684,Liked,30,1.01,0.053582008606361836,0.0684,Low
317,2/6/2025 6:50,Desktop,India,45-54,Female,A8903,Image,Health,Family Oriented,0.051842278359142284,0.0842,Shared,40,0.11,0.051842278359142284,0.0842,Low
318,6/9/2025 8:14,Mobile,USA,18-24,Male,A1878,Image,Travel,Tech Enthusiasts,0.1174855647804715,0.0109,Ignored,20,0.22,0.1174855647804715,0.0109,Low
319,3/22/2025 22:19,Desktop,USA,45-54,Male,A4084,Text,Fashion,Travel Lovers,0.032197954,0.0906,Shared,43,0.23,0.032197954,0.0906,Low
320,3/19/2025 10:41,Mobile,Canada,55+,Female,A4353,Video,Automotive,Family Oriented,0.13918849870996763,0.0181,Ignored,10,0.73,0.13918849870996763,0.0181,Low
321,9/8/2025 1:20,Mobile,Germany,18-24,Female,A8721,Video,Travel,Travel Lovers,0.084302647,0.098,Shared,48,0.59,0.084302647,0.098,Low
322,6/25/2025 23:52,Tablet,Canada,25-34,Male,A9609,Video,Fashion,Tech Enthusiasts,0.1441714029217455,0.0503,Liked,23,1.25,0.1441714029217455,0.0503,Low
