user_id,timestamp,device_type,location,age_group,gender,ad_id,content_type,ad_topic,ad_target_audience,click_through_rate,conversion_rate,engagement_level,view_time,cost_per_click,click_through_rate,conversion_rate,ROI
623,2025-01-14 17:42:33,Mobile,Germany,25-34,Male,A3813,Text,Travel,Family Oriented,0.0989470697376359,0.1145,Ignored,52,0.2,0.0989470697376359,0.1145,5.66
898,2025-11-16 05:50:09,Desktop,UK,45-54,Female,A5005,Image,Electronics,Young Adults,0.013519254022489782,0.1019,Ignored,59,0.95,0.013519254022489782,0.1019,0.15
118,2025-08-21 05:53:32,Desktop,India,55+,Female,A8949,Text,Automotive,Young Adults,0.08371197500196709,0.1155,Shared,30,0.68,0.08371197500196709,0.1155,1.42
721,2025-03-16 12:39:26,Mobile,UK,45-54,Female,A6723,Video,Electronics,Fitness Lovers,0.07953895011092844,0.0662,Liked,12,0.29,0.07953895011092844,0.0662,1.82
309,2025-11-28 23:11:09,Tablet,India,18-24,Female,A1341,Text,Automotive,Young Adults,0.11379517796977365,0.0266,Commented,23,0.39,0.11379517796977365,0.0266,0.78
798,2025-01-21 22:26:52,Mobile,India,35-44,Female,A3389,Image,Fashion,Tech Enthusiasts,0.04086682282794283,0.0445,Shared,13,0.15,0.04086682282794283,0.0445,1.21
731,2025-11-20 02:41:04,Tablet,USA,35-44,Male,A2151,Text,Electronics,Travel Lovers,0.043860397006818146,0.0611,Liked,17,1.17,0.043860397006818146,0.0611,0.23
246,2025-06-21 04:00:04,Tablet,USA,45-54,Male,A4417,Video,Electronics,Fitness Lovers,0.1378456807613413,0.0161,Commented,50,0.27,0.1378456807613413,0.0161,0.82
893,2025-11-11 05:08:11,Tablet,USA,45-54,Female,A1314,Text,Automotive,Travel Lovers,0.12051553545713703,0.1183,Ignored,16,1.29,0.12051553545713703,0.1183,1.11
189,2025-07-27 08:38:49,Mobile,USA,35-44,Male,A7184,Video,Health,Young Adults,0.07840926280847496,0.0975,Liked,27,0.35,0.07840926280847496,0.0975,2.18
186,2025-01-12 04:08:04,Mobile,India,18-24,Male,A7861,Text,Fashion,Tech Enthusiasts,0.018713742464558106,0.0469,Ignored,21,0.57,0.018713742464558106,0.0469,0.15
164,2025-12-03 17:16:20,Desktop,UK,18-24,Female,A1177,Video,Health,Family Oriented,0.010596849871741296,0.017,Ignored,23,0.79,0.010596849871741296,0.017,0.02
615,2025-02-18 02:35:57,Desktop,Canada,25-34,Female,A1336,Text,Fashion,Tech Enthusiasts,0.09290670227838699,0.1089,Ignored,54,1.28,0.09290670227838699,0.1089,0.79
976,2025-04-03 09:17:08,Desktop,UK,45-54,Male,A4604,Text,Health,Family Oriented,0.1341401356997089,0.0749,Ignored,31,0.99,0.1341401356997089,0.0749,1.01
583,2025-04-25 21:11:33,Mobile,Canada,55+,Female,A1504,Video,Health,Fitness Lovers,0.08076286389180863,0.0184,Commented,17,1.1,0.08076286389180863,0.0184,0.14
215,2025-02-04 21:57:38,Tablet,USA,55+,Male,A8862,Video,Electronics,Tech Enthusiasts,0.05231958923627747,0.0903,Ignored,35,0.12,0.05231958923627747,0.0903,3.94
352,2025-07-16 12:08:29,Tablet,Canada,45-54,Female,A2492,Video,Fashion,Travel Lovers,0.08976606980156375,0.068,Commented,33,0.19,0.08976606980156375,0.068,3.21
422,2025-07-17 00:34:57,Mobile,UK,25-34,Male,A9093,Text,Automotive,Tech Enthusiasts,0.09357462345136908,0.0732,Commented,39,1.45,0.09357462345136908,0.0732,0.47
407,2025-04-23 22:28:41,Tablet,USA,25-34,Female,A2390,Image,Electronics,Travel Lovers,0.12490660292886387,0.0765,Ignored,14,0.49,0.12490660292886387,0.0765,1.95
355,2025-08-19 19:43:35,Tablet,Germany,45-54,Male,A7394,Video,Travel,Travel Lovers,0.06364913278429306,0.0446,Liked,58,0.77,0.06364913278429306,0.0446,0.37
270,2025-06-25 21:07:58,Mobile,India,18-24,Male,A1479,Text,Fashion,Family Oriented,0.017775986175738983,0.0737,Ignored,20,1.49,0.017775986175738983,0.0737,0.09
181,2025-11-23 04:09:55,Mobile,Germany,55+,Female,A3946,Text,Health,Travel Lovers,0.10610063306998792,0.1155,Ignored,12,1.03,0.10610063306998792,0.1155,1.19
954,2025-03-18 09:33:20,Mobile,India,55+,Female,A7800,Video,Travel,Tech Enthusiasts,0.06279572790505783,0.0635,Ignored,28,0.61,0.06279572790505783,0.0635,0.65
836,2025-01-15 08:05:24,Tablet,Canada,25-34,Female,A4231,Video,Automotive,Family Oriented,0.1387883111194582,0.1265,Liked,11,1.44,0.1387883111194582,0.1265,1.22
589,2025-12-06 06:06:45,Tablet,Germany,25-34,Male,A1850,Text,Electronics,Young Adults,0.13909629734157508,0.0657,Shared,35,0.25,0.13909629734157508,0.0657,3.66
556,2025-07-12 08:33:34,Tablet,Canada,35-44,Male,A7008,Text,Travel,Fitness Lovers,0.06110989692169787,0.0901,Shared,51,0.91,0.06110989692169787,0.0901,0.61
499,2025-10-09 01:22:25,Desktop,Germany,25-34,Male,A8454,Image,Automotive,Young Adults,0.08881511538745068,0.0982,Commented,52,0.25,0.08881511538745068,0.0982,3.49
641,2025-10-09 06:24:24,Tablet,UK,45-54,Male,A9655,Text,Electronics,Tech Enthusiasts,0.13304026954834494,0.1111,Shared,35,1.11,0.13304026954834494,0.1111,1.33
991,2025-07-09 13:47:38,Tablet,India,18-24,Male,A2338,Image,Automotive,Tech Enthusiasts,0.1275823159366705,0.083,Commented,11,1.17,0.1275823159366705,0.083,0.91
112,2025-12-11 23:11:18,Desktop,USA,25-34,Male,A8128,Image,Fashion,Fitness Lovers,0.08246461146024324,0.0749,Liked,54,1.07,0.08246461146024324,0.0749,0.58
464,2025-11-02 04:45:13,Desktop,India,25-34,Female,A7409,Video,Travel,Travel Lovers,0.06255454681271953,0.0785,Shared,28,0.45,0.06255454681271953,0.0785,1.09
216,2025-12-15 10:54:53,Desktop,India,25-34,Male,A1706,Video,Fashion,Travel Lovers,0.08677436104099312,0.0298,Liked,25,1.23,0.08677436104099312,0.0298,0.21
690,2025-10-16 13:26:25,Desktop,India,55+,Male,A9960,Video,Electronics,Family Oriented,0.13296505517225463,0.0682,Liked,32,1.19,0.13296505517225463,0.0682,0.76
510,2025-10-21 06:34:15,Desktop,USA,45-54,Male,A5630,Image,Electronics,Young Adults,0.13435597625866344,0.0167,Liked,17,1.03,0.13435597625866344,0.0167,0.22
725,2025-11-30 01:57:53,Desktop,India,35-44,Female,A1565,Video,Automotive,Travel Lovers,0.14389120392766477,0.0755,Shared,18,1.3,0.14389120392766477,0.0755,0.84
216,2025-09-05 19:47:40,Desktop,Germany,55+,Female,A4561,Video,Electronics,Fitness Lovers,0.03711594810155687,0.1135,Ignored,35,0.55,0.03711594810155687,0.1135,0.77
578,2025-02-13 22:07:55,Mobile,Germany,55+,Female,A6425,Text,Fashion,Tech Enthusiasts,0.09045457491082382,0.1372,Liked,57,0.82,0.09045457491082382,0.1372,1.51
608,2025-10-31 18:59:17,Mobile,Germany,25-34,Female,A8597,Text,Health,Tech Enthusiasts,0.07465954124682161,0.0773,Liked,35,0.85,0.07465954124682161,0.0773,0.68
749,2025-08-04 11:28:54,Mobile,Canada,55+,Female,A2934,Image,Automotive,Fitness Lovers,0.10886817771503883,0.0146,Commented,33,0.63,0.10886817771503883,0.0146,0.25
587,2025-09-23 04:56:16,Mobile,UK,55+,Male,A6020,Video,Electronics,Fitness Lovers,0.11681940086512149,0.037,Ignored,35,0.49,0.11681940086512149,0.037,0.88
180,2025-06-09 21:30:58,Mobile,UK,25-34,Female,A7904,Text,Travel,Travel Lovers,0.14379607968299274,0.0947,Commented,48,1.13,0.14379607968299274,0.0947,1.21
705,2025-11-06 11:49:28,Tablet,India,18-24,Female,A6157,Video,Fashion,Travel Lovers,0.08964106954764517,0.1325,Commented,10,0.56,0.08964106954764517,0.1325,2.12
148,2025-02-22 13:54:54,Tablet,Canada,18-24,Male,A6688,Video,Automotive,Family Oriented,0.13838396843299489,0.069,Commented,50,0.23,0.13838396843299489,0.069,4.15
782,2025-11-03 09:36:13,Tablet,USA,25-34,Female,A5224,Text,Fashion,Fitness Lovers,0.04764249766815382,0.1432,Commented,46,1.02,0.04764249766815382,0.1432,0.67
912,2025-07-16 10:36:10,Tablet,USA,35-44,Female,A4852,Video,Travel,Young Adults,0.05599677529822897,0.0389,Commented,10,0.52,0.05599677529822897,0.0389,0.42
937,2025-04-09 20:43:21,Desktop,Canada,55+,Male,A3674,Video,Health,Tech Enthusiasts,0.027750488895656282,0.0123,Commented,14,0.96,0.027750488895656282,0.0123,0.04
563,2025-11-12 01:33:53,Desktop,Germany,18-24,Female,A9589,Video,Electronics,Family Oriented,0.01995154758554876,0.0817,Shared,13,0.53,0.01995154758554876,0.0817,0.31
434,2025-12-10 11:39:26,Mobile,UK,18-24,Female,A7410,Video,Electronics,Family Oriented,0.09776511885756153,0.0994,Shared,20,0.33,0.09776511885756153,0.0994,2.94
587,2025-12-10 18:36:36,Tablet,India,25-34,Female,A7206,Image,Fashion,Travel Lovers,0.024239390319618616,0.1067,Commented,20,0.51,0.024239390319618616,0.1067,0.51
741,2025-06-16 04:36:31,Desktop,Germany,18-24,Female,A7875,Video,Electronics,Tech Enthusiasts,0.0652458653636216,0.1119,Commented,23,0.78,0.0652458653636216,0.1119,0.94
748,2025-01-13 03:12:23,Desktop,India,18-24,Male,A5526,Image,Fashion,Family Oriented,0.04910553341582785,0.1421,Ignored,40,0.79,0.04910553341582785,0.1421,0.88
444,2025-04-21 16:34:48,Tablet,USA,55+,Female,A8274,Text,Fashion,Fitness Lovers,0.02776667557052208,0.0709,Liked,24,0.89,0.02776667557052208,0.0709,0.22
923,2025-09-09 06:26:35,Desktop,India,45-54,Male,A3231,Image,Fashion,Tech Enthusiasts,0.10912618940270823,0.0756,Ignored,54,1.47,0.10912618940270823,0.0756,0.56
278,2025-05-28 22:33:51,Mobile,India,45-54,Female,A4910,Image,Electronics,Fitness Lovers,0.11723769132966462,0.0836,Commented,49,0.94,0.11723769132966462,0.0836,1.04
940,2025-01-08 23:26:52,Desktop,Germany,18-24,Male,A6539,Video,Health,Fitness Lovers,0.07538881170821145,0.0474,Liked,60,0.2,0.07538881170821145,0.0474,1.79
397,2025-09-06 10:29:11,Tablet,USA,55+,Male,A3089,Video,Health,Tech Enthusiasts,0.05001079336180442,0.0164,Commented,11,0.73,0.05001079336180442,0.0164,0.11
724,2025-12-12 08:56:37,Desktop,Germany,18-24,Female,A4516,Text,Electronics,Young Adults,0.13374669030899997,0.1439,Commented,22,0.71,0.13374669030899997,0.1439,2.71
316,2025-04-28 01:01:15,Desktop,UK,25-34,Male,A1498,Image,Fashion,Young Adults,0.09875874513157361,0.0901,Liked,39,1.45,0.09875874513157361,0.0901,0.61
625,2025-12-16 17:46:10,Mobile,USA,25-34,Female,A8655,Video,Travel,Tech Enthusiasts,0.06982000232203828,0.1358,Ignored,49,0.54,0.06982000232203828,0.1358,1.76
803,2025-11-03 15:37:13,Mobile,UK,18-24,Male,A1560,Image,Travel,Tech Enthusiasts,0.03749482808358281,0.0527,Ignored,19,0.45,0.03749482808358281,0.0527,0.44
950,2025-06-24 03:46:02,Mobile,Canada,25-34,Female,A1543,Video,Travel,Family Oriented,0.0755737455139313,0.1342,Commented,18,1.01,0.0755737455139313,0.1342,1.0
230,2025-08-03 15:19:12,Mobile,Germany,35-44,Female,A4162,Video,Health,Tech Enthusiasts,0.02764861630754769,0.0553,Commented,38,1.31,0.02764861630754769,0.0553,0.12
844,2025-01-12 17:12:25,Mobile,USA,18-24,Female,A5603,Image,Fashion,Family Oriented,0.10869855725649441,0.1347,Shared,40,1.35,0.10869855725649441,0.1347,1.08
541,2025-02-13 22:11:00,Tablet,USA,45-54,Male,A1339,Image,Health,Travel Lovers,0.12009883929642688,0.1018,Ignored,50,1.25,0.12009883929642688,0.1018,0.98
434,2025-09-01 13:22:15,Tablet,India,18-24,Female,A2025,Video,Electronics,Young Adults,0.0950760194987438,0.1022,Liked,47,0.53,0.0950760194987438,0.1022,1.83
740,2025-03-19 05:15:40,Tablet,Canada,45-54,Female,A4462,Text,Fashion,Family Oriented,0.05188432197129937,0.0353,Ignored,59,0.73,0.05188432197129937,0.0353,0.25
586,2025-01-19 06:31:03,Desktop,Germany,35-44,Female,A1110,Text,Automotive,Travel Lovers,0.1406273654945722,0.0801,Liked,50,1.03,0.1406273654945722,0.0801,1.09
600,2025-07-09 09:09:54,Mobile,UK,18-24,Female,A7113,Text,Electronics,Travel Lovers,0.09356610129383414,0.0328,Ignored,57,0.28,0.09356610129383414,0.0328,1.1
950,2025-07-24 13:36:44,Mobile,Canada,55+,Female,A8682,Text,Electronics,Tech Enthusiasts,0.03215647101333333,0.0361,Commented,38,0.2,0.03215647101333333,0.0361,0.58
265,2025-08-16 17:02:34,Mobile,Canada,45-54,Male,A2840,Video,Automotive,Young Adults,0.028829937864636057,0.0519,Liked,58,0.53,0.028829937864636057,0.0519,0.28
176,2025-04-26 20:36:33,Tablet,India,25-34,Male,A4347,Text,Travel,Fitness Lovers,0.14266317083821145,0.14,Liked,57,1.15,0.14266317083821145,0.14,1.74
217,2025-11-05 20:48:26,Mobile,Canada,25-34,Male,A7978,Video,Automotive,Family Oriented,0.0946936114202616,0.0168,Ignored,26,0.52,0.0946936114202616,0.0168,0.31
961,2025-06-04 09:46:03,Desktop,India,35-44,Male,A9343,Text,Electronics,Travel Lovers,0.06115732699947613,0.0511,Ignored,20,1.31,0.06115732699947613,0.0511,0.24
362,2025-06-28 03:15:26,Tablet,UK,25-34,Male,A2620,Text,Travel,Young Adults,0.03495170482722407,0.1421,Liked,29,0.36,0.03495170482722407,0.1421,1.38
508,2025-04-24 07:52:14,Tablet,USA,35-44,Male,A5928,Text,Health,Fitness Lovers,0.13680739752604454,0.0641,Ignored,59,0.92,0.13680739752604454,0.0641,0.95
511,2025-07-03 00:30:06,Mobile,India,25-34,Male,A1187,Image,Electronics,Tech Enthusiasts,0.06412028971488824,0.0223,Liked,20,0.53,0.06412028971488824,0.0223,0.27
539,2025-09-06 09:53:02,Desktop,Canada,55+,Male,A1242,Image,Health,Family Oriented,0.05980567160520219,0.0821,Liked,47,0.22,0.05980567160520219,0.0821,2.23
188,2025-03-17 00:20:54,Desktop,Germany,55+,Male,A4427,Text,Automotive,Young Adults,0.07463021125580604,0.0186,Liked,39,0.54,0.07463021125580604,0.0186,0.26
640,2025-08-09 06:04:44,Desktop,Canada,55+,Male,A6335,Image,Electronics,Fitness Lovers,0.02433898021859173,0.0365,Ignored,17,0.45,0.02433898021859173,0.0365,0.2
682,2025-04-09 22:44:51,Desktop,India,55+,Female,A2542,Image,Travel,Tech Enthusiasts,0.12388319695108573,0.0423,Ignored,35,1.34,0.12388319695108573,0.0423,0.39
976,2025-09-10 23:00:35,Mobile,UK,45-54,Male,A9045,Text,Travel,Tech Enthusiasts,0.10023410018626114,0.0456,Liked,54,0.12,0.10023410018626114,0.0456,3.81
450,2025-01-26 00:25:16,Mobile,USA,18-24,Female,A8613,Image,Automotive,Family Oriented,0.09050297302883861,0.0208,Commented,28,0.78,0.09050297302883861,0.0208,0.24
288,2025-05-17 16:02:10,Tablet,Germany,35-44,Female,A4258,Video,Fashion,Young Adults,0.040413792057661026,0.0713,Commented,49,0.44,0.040413792057661026,0.0713,0.65
966,2025-11-24 01:53:55,Tablet,USA,18-24,Female,A9802,Text,Health,Tech Enthusiasts,0.05089137493011639,0.0918,Ignored,39,0.75,0.05089137493011639,0.0918,0.62
747,2025-03-23 07:26:23,Desktop,Canada,18-24,Female,A3800,Text,Electronics,Tech Enthusiasts,0.1493832419038397,0.1186,Shared,57,0.9,0.1493832419038397,0.1186,1.97
534,2025-07-27 12:06:54,Tablet,India,45-54,Female,A4683,Image,Fashion,Family Oriented,0.14366012993478172,0.0207,Ignored,49,0.32,0.14366012993478172,0.0207,0.93
995,2025-02-20 01:55:01,Tablet,USA,18-24,Female,A9576,Text,Electronics,Travel Lovers,0.10775973987403145,0.068,Shared,58,0.62,0.10775973987403145,0.068,1.18
875,2025-05-31 15:52:33,Tablet,USA,45-54,Female,A3326,Text,Travel,Tech Enthusiasts,0.10698232339747954,0.0854,Shared,47,0.96,0.10698232339747954,0.0854,0.95
966,2025-07-09 02:39:51,Tablet,USA,55+,Male,A9674,Image,Automotive,Family Oriented,0.09508924067293506,0.0352,Shared,37,0.64,0.09508924067293506,0.0352,0.52
170,2025-06-11 14:28:53,Tablet,Canada,25-34,Female,A6537,Image,Health,Young Adults,0.14089059526889056,0.1449,Commented,58,1.17,0.14089059526889056,0.1449,1.74
855,2025-10-15 22:01:08,Mobile,USA,18-24,Female,A5130,Video,Health,Family Oriented,0.13229081784586416,0.1011,Liked,60,0.54,0.13229081784586416,0.1011,2.48
406,2025-05-14 11:47:32,Mobile,India,18-24,Male,A6666,Video,Fashion,Young Adults,0.1284005170189705,0.1266,Commented,31,0.84,0.1284005170189705,0.1266,1.94
283,2025-11-07 22:21:06,Desktop,India,45-54,Male,A3438,Video,Travel,Young Adults,0.028439078558847725,0.1221,Commented,28,0.94,0.028439078558847725,0.1221,0.37
368,2025-01-04 04:37:17,Tablet,Canada,18-24,Male,A9502,Text,Electronics,Fitness Lovers,0.061567493174618085,0.0489,Ignored,54,0.43,0.061567493174618085,0.0489,0.7
102,2025-05-31 22:00:27,Tablet,UK,45-54,Female,A9075,Text,Health,Tech Enthusiasts,0.12500190741033884,0.1384,Ignored,27,0.2,0.12500190741033884,0.1384,8.65
114,2025-03-20 10:35:43,Desktop,UK,18-24,Male,A8462,Video,Fashion,Fitness Lovers,0.13479954131239957,0.0878,Ignored,53,0.19,0.13479954131239957,0.0878,6.23
977,2025-08-30 07:23:22,Tablet,India,55+,Female,A8566,Video,Travel,Tech Enthusiasts,0.0982531411441158,0.0479,Shared,31,1.2,0.0982531411441158,0.0479,0.39
720,2025-07-18 18:19:52,Tablet,UK,25-34,Female,A6244,Text,Travel,Family Oriented,0.014364123104177152,0.1493,Commented,34,0.47,0.014364123104177152,0.1493,0.46
544,2025-08-06 08:06:25,Desktop,Canada,35-44,Female,A6331,Video,Electronics,Travel Lovers,0.12095844027401792,0.0184,Shared,22,1.19,0.12095844027401792,0.0184,0.19
520,2025-11-27 11:29:36,Desktop,Germany,45-54,Male,A3602,Text,Fashion,Young Adults,0.13281221253153339,0.1118,Liked,29,1.1,0.13281221253153339,0.1118,1.35
551,2025-08-19 14:07:24,Tablet,UK,35-44,Female,A6310,Video,Health,Fitness Lovers,0.04114146970270849,0.0607,Commented,39,0.45,0.04114146970270849,0.0607,0.55
105,2025-12-23 10:54:13,Mobile,Germany,18-24,Male,A8714,Text,Fashion,Young Adults,0.020908162964120222,0.0872,Liked,41,0.54,0.020908162964120222,0.0872,0.34
217,2025-03-14 19:07:02,Desktop,UK,45-54,Female,A5725,Video,Electronics,Travel Lovers,0.04862262247321581,0.0185,Liked,46,1.28,0.04862262247321581,0.0185,0.07
144,2025-09-18 03:16:13,Desktop,USA,35-44,Female,A7937,Image,Automotive,Young Adults,0.06892544772673205,0.1237,Shared,45,0.49,0.06892544772673205,0.1237,1.74
820,2025-01-20 10:30:52,Tablet,India,55+,Female,A6261,Image,Automotive,Tech Enthusiasts,0.14537994957654787,0.0808,Commented,52,1.37,0.14537994957654787,0.0808,0.86
655,2025-03-25 04:49:14,Tablet,UK,45-54,Male,A5922,Text,Travel,Fitness Lovers,0.09085389822885681,0.028,Shared,32,1.13,0.09085389822885681,0.028,0.23
760,2025-07-18 02:02:43,Tablet,Canada,25-34,Female,A5505,Text,Automotive,Fitness Lovers,0.1331039434527294,0.1311,Commented,23,1.4,0.1331039434527294,0.1311,1.25
640,2025-05-30 15:04:06,Tablet,USA,25-34,Male,A7309,Text,Electronics,Young Adults,0.04210156695468284,0.108,Commented,55,0.55,0.04210156695468284,0.108,0.83
146,2025-04-03 05:10:58,Mobile,Germany,45-54,Male,A8756,Video,Electronics,Tech Enthusiasts,0.09808326683310425,0.0537,Ignored,28,1.1,0.09808326683310425,0.0537,0.48
430,2025-10-06 14:00:08,Tablet,UK,35-44,Female,A3932,Text,Travel,Fitness Lovers,0.0378251313781839,0.1142,Ignored,50,0.14,0.0378251313781839,0.1142,3.09
598,2025-11-23 04:51:50,Tablet,USA,18-24,Female,A9141,Image,Fashion,Young Adults,0.11836645866210883,0.0632,Shared,42,1.37,0.11836645866210883,0.0632,0.55
529,2025-08-30 12:18:47,Mobile,Germany,18-24,Male,A9256,Text,Health,Tech Enthusiasts,0.0385094998575447,0.081,Commented,46,1.2,0.0385094998575447,0.081,0.26
772,2025-02-13 02:07:48,Mobile,Germany,18-24,Male,A5724,Text,Automotive,Young Adults,0.08731780716767351,0.0616,Ignored,40,0.21,0.08731780716767351,0.0616,2.56
376,2025-09-21 12:45:43,Desktop,India,35-44,Male,A7723,Image,Travel,Tech Enthusiasts,0.1224088748646842,0.0615,Liked,59,0.2,0.1224088748646842,0.0615,3.76
189,2025-06-21 07:35:41,Desktop,India,55+,Female,A8765,Video,Travel,Family Oriented,0.1427477384101992,0.1162,Commented,28,1.38,0.1427477384101992,0.1162,1.2
719,2025-07-11 19:15:27,Desktop,UK,18-24,Female,A8920,Text,Electronics,Tech Enthusiasts,0.07441629909586212,0.1287,Commented,29,0.86,0.07441629909586212,0.1287,1.11
598,2025-03-26 14:34:57,Desktop,Germany,35-44,Female,A8591,Text,Health,Family Oriented,0.03428788084589691,0.0169,Liked,54,1.21,0.03428788084589691,0.0169,0.05
695,2025-06-06 19:30:36,Tablet,UK,55+,Female,A5718,Image,Fashion,Tech Enthusiasts,0.02145077172317081,0.0997,Shared,60,1.15,0.02145077172317081,0.0997,0.19
952,2025-06-25 11:29:36,Mobile,UK,55+,Male,A2280,Text,Health,Fitness Lovers,0.04923434711922892,0.1325,Ignored,15,1.43,0.04923434711922892,0.1325,0.46
216,2025-04-17 10:11:10,Desktop,UK,35-44,Male,A5067,Video,Fashion,Young Adults,0.07769188522071255,0.138,Liked,52,0.64,0.07769188522071255,0.138,1.68
955,2025-06-03 07:32:25,Desktop,USA,45-54,Male,A7543,Text,Travel,Tech Enthusiasts,0.05918034578162711,0.1213,Ignored,29,0.17,0.05918034578162711,0.1213,4.22
690,2025-11-01 05:01:14,Tablet,India,18-24,Female,A3293,Text,Health,Travel Lovers,0.02685903813464125,0.018,Liked,42,1.4,0.02685903813464125,0.018,0.03
275,2025-11-14 10:27:58,Tablet,USA,45-54,Female,A8529,Video,Travel,Fitness Lovers,0.1396459411435538,0.122,Ignored,51,1.22,0.1396459411435538,0.122,1.4
375,2025-05-15 15:46:26,Desktop,India,35-44,Male,A9618,Text,Electronics,Tech Enthusiasts,0.05112995210917125,0.0875,Ignored,34,1.26,0.05112995210917125,0.0875,0.36
553,2025-05-11 18:32:39,Mobile,UK,18-24,Male,A6620,Text,Automotive,Tech Enthusiasts,0.1076230582476515,0.1411,Shared,20,0.87,0.1076230582476515,0.1411,1.75
968,2025-07-10 11:34:21,Mobile,Germany,45-54,Female,A1335,Text,Fashion,Young Adults,0.03789495337027824,0.1253,Shared,15,0.19,0.03789495337027824,0.1253,2.5
718,2025-07-14 10:56:34,Mobile,USA,45-54,Male,A6516,Text,Travel,Travel Lovers,0.03511277796595543,0.0583,Liked,20,1.09,0.03511277796595543,0.0583,0.19
189,2025-01-18 23:18:15,Desktop,Germany,25-34,Male,A3484,Image,Health,Travel Lovers,0.09864504328686241,0.1366,Commented,39,0.28,0.09864504328686241,0.1366,4.81
190,2025-09-06 22:46:17,Mobile,Germany,55+,Male,A3794,Text,Travel,Tech Enthusiasts,0.019413416505586527,0.0137,Liked,20,0.68,0.019413416505586527,0.0137,0.04
390,2025-11-08 03:17:33,Desktop,Germany,55+,Male,A4853,Video,Automotive,Fitness Lovers,0.017087298629578196,0.0834,Ignored,46,0.47,0.017087298629578196,0.0834,0.3
491,2025-12-13 10:29:00,Desktop,Germany,18-24,Female,A5336,Image,Electronics,Young Adults,0.0719573844109013,0.1074,Ignored,15,0.77,0.0719573844109013,0.1074,1.0
153,2025-05-12 12:00:05,Mobile,UK,18-24,Male,A9646,Text,Health,Young Adults,0.14746453956473035,0.0264,Shared,48,0.69,0.14746453956473035,0.0264,0.56
492,2025-07-03 01:07:53,Tablet,UK,25-34,Male,A9739,Video,Automotive,Family Oriented,0.022901870651822392,0.0693,Liked,10,1.08,0.022901870651822392,0.0693,0.15
174,2025-08-29 10:37:15,Mobile,Germany,35-44,Male,A5458,Text,Fashion,Travel Lovers,0.10124456158111987,0.1122,Ignored,45,0.65,0.10124456158111987,0.1122,1.75
256,2025-11-19 03:30:39,Desktop,India,45-54,Female,A9487,Video,Automotive,Tech Enthusiasts,0.07083972015250985,0.0478,Ignored,59,0.63,0.07083972015250985,0.0478,0.54
694,2025-03-22 21:15:04,Desktop,Canada,35-44,Male,A6843,Text,Fashion,Tech Enthusiasts,0.0631525333774587,0.0688,Commented,48,0.74,0.0631525333774587,0.0688,0.59
273,2025-05-25 17:39:01,Desktop,India,25-34,Male,A7911,Image,Travel,Fitness Lovers,0.024272300675876005,0.0768,Shared,14,0.32,0.024272300675876005,0.0768,0.58
524,2025-05-11 15:40:03,Tablet,UK,25-34,Female,A7079,Video,Travel,Travel Lovers,0.011706851281774601,0.0977,Liked,47,1.35,0.011706851281774601,0.0977,0.08
769,2025-12-19 16:58:50,Desktop,Germany,25-34,Male,A9458,Video,Automotive,Young Adults,0.061082218567928885,0.0195,Liked,60,0.41,0.061082218567928885,0.0195,0.29
947,2025-02-08 08:53:24,Mobile,Germany,18-24,Male,A2105,Text,Fashion,Travel Lovers,0.1029531984713015,0.1051,Ignored,21,0.45,0.1029531984713015,0.1051,2.4
975,2025-04-23 10:32:01,Tablet,Canada,55+,Female,A7595,Text,Automotive,Young Adults,0.047178500592757154,0.0315,Ignored,52,0.86,0.047178500592757154,0.0315,0.17
908,2025-07-20 06:43:51,Tablet,India,45-54,Female,A9080,Video,Travel,Tech Enthusiasts,0.10137215711732989,0.114,Commented,22,0.74,0.10137215711732989,0.114,1.56
297,2025-04-18 02:00:30,Desktop,Canada,45-54,Female,A2952,Image,Electronics,Young Adults,0.015583466325546908,0.1007,Commented,35,0.86,0.015583466325546908,0.1007,0.18
153,2025-02-24 11:22:56,Tablet,Germany,35-44,Male,A3422,Text,Health,Young Adults,0.06355689505156252,0.0639,Shared,58,0.27,0.06355689505156252,0.0639,1.5
404,2025-07-13 06:20:08,Tablet,Germany,25-34,Male,A1136,Text,Electronics,Young Adults,0.13903488628625874,0.0953,Commented,18,0.58,0.13903488628625874,0.0953,2.28
745,2025-09-06 16:13:16,Mobile,Canada,35-44,Female,A4543,Image,Automotive,Family Oriented,0.13955109279742103,0.1424,Commented,50,0.6,0.13955109279742103,0.1424,3.31
192,2025-01-06 11:29:29,Desktop,Germany,45-54,Male,A2579,Video,Electronics,Tech Enthusiasts,0.07867184566644048,0.0739,Ignored,30,0.96,0.07867184566644048,0.0739,0.61
978,2025-07-08 08:51:04,Tablet,India,18-24,Male,A4819,Video,Fashion,Young Adults,0.14239507565445672,0.0918,Commented,39,0.87,0.14239507565445672,0.0918,1.5
559,2025-10-13 07:28:27,Mobile,Canada,35-44,Female,A7501,Image,Health,Fitness Lovers,0.12156908726151223,0.0861,Liked,55,0.16,0.12156908726151223,0.0861,6.54
598,2025-03-13 16:33:51,Mobile,UK,35-44,Male,A5936,Video,Electronics,Family Oriented,0.03878905591692484,0.0952,Commented,39,0.82,0.03878905591692484,0.0952,0.45
889,2025-03-31 14:41:55,Mobile,Germany,25-34,Female,A3620,Image,Fashion,Tech Enthusiasts,0.026601411215174037,0.1147,Ignored,36,0.1,0.026601411215174037,0.1147,3.05
